"","gene","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"1","ENSG00000232849",0,0,0.400163844870585,NA,NA
"2","ENSG00000229558",5.1753687917662,-0.0549331256326358,0.198084890677072,1,1
"3","ENSG00000232977",28.1299826245077,-0.267922920442674,0.166571762741022,1,1
"4","ENSG00000227893",0.0175552127398607,0.00090289424707418,0.362488998239006,1,1
"5","ENSG00000238230",20.2452830900804,-0.0120672720869244,0.195876384892433,1,1
"6","ENSG00000227640",259.962107767948,0.131965604656773,0.125394418099955,1,1
"7","ENSG00000260962",0.849783661835037,-0.0299920419363326,0.251712185886398,1,1
"8","ENSG00000228741",2.37404343581323,-0.0252284925020657,0.214655551626684,1,1
"9","ENSG00000247400",213.292560303033,0.129616395436615,0.102042892980338,1,1
"10","ENSG00000261498",0.312385054684054,-0.0504632251262876,0.322605898597228,0.978717561769385,1
"11","ENSG00000243300",0.588740682811529,-0.011962735075827,0.257561363793313,1,1
"12","ENSG00000243008",7.21103455872562,-0.745987587855167,0.397674281317827,0.565451510967508,1
"13","ENSG00000272329",1.28241851925351,0.0152808780681912,0.240208017297625,1,1
"14","ENSG00000233124",0.530581219908506,-0.12867128902342,0.332638891616833,0.805859407344706,1
"15","ENSG00000226134",1.99201852352894,0.0434915642303062,0.225722711966741,1,1
"16","ENSG00000270725",0.57518708226905,-0.0175064872234289,0.263057896413422,1,1
"17","ENSG00000269189",0.168707850318062,-0.0191133085433141,0.330426558564221,1,1
"18","ENSG00000234056",65.5237391001306,0.744306174598448,0.332210097603419,0.817975462484118,1
"19","ENSG00000225105",1.34514208082187,-0.221372256606132,0.401638320008568,0.512672870755937,1
"20","ENSG00000260509",13.4717592591601,-0.40179038711287,0.280524532654507,1,1
"21","ENSG00000231983",0.187013145772334,-0.013734103767693,0.326928072060587,1,1
"22","ENSG00000228889",23.1198816958828,-0.250875602831303,0.166474355728779,1,1
"23","ENSG00000234168",0.00972006692753879,-0.00166269534652509,0.362518774676777,1,1
"24","ENSG00000229609",0.409706876638451,0.0221074173570138,0.290515584887905,1,1
"25","ENSG00000260704",0.226069089024278,0.0769250283551042,0.347080745606615,0.710816490353207,1
"26","ENSG00000224356",5.16806029056136,0.0987217433570488,0.210341445890337,1,1
"27","ENSG00000229599",0.033506228348376,-0.00240656184136661,0.36256500787266,1,1
"28","ENSG00000224329",0.339940375128858,0.054297575793605,0.334008904203846,0.868859867731261,1
"29","ENSG00000243319",5.01229850902189,-0.302846332114101,0.293522623144866,1,1
"30","ENSG00000122043",0.225156795343161,-0.0188826185612025,0.300534824816129,1,1
"31","ENSG00000272143",86.5059538625734,-0.069462529016817,0.143117368005271,1,1
"32","ENSG00000266505",0.0628337743016454,-0.00132800465618474,0.362503485146467,1,1
"33","ENSG00000224511",2.1394036932257,-0.0317026727382353,0.221638905790311,1,1
"34","ENSG00000232117",3.5737938891995,-0.176372857675341,0.248774015100027,1,1
"35","ENSG00000272542",13.5539698956191,-0.0578844289896884,0.158039317754953,1,1
"36","ENSG00000236463",2.02651107284284,0.0791272824950552,0.246984346455425,1,1
"37","ENSG00000234551",0.0260411907527213,-0.00240656184136662,0.36256500787266,1,1
"38","ENSG00000238121",33.4880209605758,0.0926511462924033,0.132670765886668,1,1
"39","ENSG00000226620",8.10678382410502,-0.0946167848351721,0.224307810055152,1,1
"40","ENSG00000225039",0.863006148373546,-0.068909601598074,0.27062002803058,1,1
"41","ENSG00000233532",52.7924314587741,-0.0668328695007178,0.15589691241501,1,1
"42","ENSG00000272274",7.14683977510711,0.38705225073105,0.317944784306771,1,1
"43","ENSG00000230156",16.489904684249,0.682011795085659,0.34541067232499,0.870150679309027,1
"44","ENSG00000237879",18.012157661197,-0.0876920174207241,0.187009963962179,1,1
"45","ENSG00000227248",1.29275148763585,-0.174971075026751,0.307529474891781,1,1
"46","ENSG00000236094",2.17718119263552,-0.0350368045668555,0.222380090723708,1,1
"47","ENSG00000223617",0.0978609968474548,-0.0117718052195431,0.349182471381134,1,1
"48","ENSG00000230233",0.255291103229273,-0.0457729321994811,0.335593591146393,0.897402129139705,1
"49","ENSG00000230403",1.11248706484324,0.0587518987277106,0.241517565158387,1,1
"50","ENSG00000236053",0.0362946230635277,-0.00389503767081655,0.362708237207046,1,1
"51","ENSG00000229792",0.304182590324522,-0.0646447597838877,0.294588677190542,1,1
"52","ENSG00000231428",0.395569226169726,-0.00500268786108486,0.283169872826867,1,1
"53","ENSG00000232193",0.0162026840938035,0.000902894247074178,0.362488998239006,1,1
"54","ENSG00000226204",0.0311815677036937,0.00272527769322683,0.362589987231383,1,1
"55","ENSG00000235965",0.0384018838465248,-0.00389503767081655,0.362708237207046,1,1
"56","ENSG00000235822",0.111152032128723,0.0124103066682688,0.354850317147923,1,1
"57","ENSG00000231620",0.0188900543346918,0.00272527769322683,0.362589987231383,1,1
"58","ENSG00000259831",6.46382920768295,-0.248071899350178,0.241072856311165,1,1
"59","ENSG00000270008",0.0455595758122164,0.00198132355580355,0.362536509396051,1,1
"60","ENSG00000229152",162.7350085111,-0.0950050988372265,0.150195189234468,1,1
"61","ENSG00000233480",0.1255646688752,0.00942366219959369,0.363826973861451,1,1
"62","ENSG00000225760",6.18927834077984,-0.250783601274371,0.4339102339171,0.41963646674375,1
"63","ENSG00000233236",0.196856154223354,-0.0122002106474736,0.312253633441794,1,1
"64","ENSG00000225870",10.4727982782918,0.0736834484840279,0.164050945753738,1,1
"65","ENSG00000226968",0.108298658909196,-0.0109698582247468,0.346799560531461,1,1
"66","ENSG00000233644",0.362279147007936,-0.0657178343798956,0.309717089541208,1,1
"67","ENSG00000215881",0.0828937998640883,0.000724577303540482,0.348378239953645,1,1
"68","ENSG00000230300",0.762300163005777,-0.116086525790169,0.298937163335823,1,1
"69","ENSG00000226903",1.26032848344438,-0.0302371976483103,0.234966768815061,1,1
"70","ENSG00000224924",965.149305549684,0.176248005145932,0.185131252419686,1,1
"71","ENSG00000260385",2.90926272095858,0.0758363435652583,0.213295721173771,1,1
"72","ENSG00000229520",62.8966540747506,-0.0831076654388093,0.158822859807904,1,1
"73","ENSG00000224243",117.443335489067,-0.0447917492958445,0.135287893071661,1,1
"74","ENSG00000260102",0.122426809244746,-0.0116547565489525,0.330014471112267,1,1
"75","ENSG00000260343",0.176544263091656,-0.00548082743915358,0.334616669103077,1,1
"76","ENSG00000223626",0.132436911278605,0.0126688878760187,0.353129176933355,1,1
"77","ENSG00000237527",0,0,0.400163844870585,NA,NA
"78","ENSG00000238265",0.0576028257697873,-0.00540647013300224,0.362922548566657,1,1
"79","ENSG00000236581",3.89369462186253,-0.0694934565919332,0.192331040994261,1,1
"80","ENSG00000267868",47.8309205647796,-0.0662502567244499,0.136344029796432,1,1
"81","ENSG00000269356",7.97931332068133,0.279579351274022,0.23790838763343,1,1
"82","ENSG00000233997",0.0782136910506147,0.00157223746523492,0.362514304925273,1,1
"83","ENSG00000269376",7.68607379194333,0.165269307031698,0.212990780550745,1,1
"84","ENSG00000259490",0.0498937836568014,0.0082436087332489,0.36351214998739,1,1
"85","ENSG00000233215",0.0937789416778234,-0.00935585444541633,0.348175205291043,1,1
"86","ENSG00000271197",0.0293879956753412,-0.00240656184136662,0.36256500787266,1,1
"87","ENSG00000272695",84.0627026628765,-0.0771391435853834,0.118778729362073,1,1
"88","ENSG00000184856",0.0192009419232624,-0.00240656184136661,0.36256500787266,1,1
"89","ENSG00000227911",0.287473611738001,-0.0613250143500339,0.302424981324868,1,1
"90","ENSG00000237699",0.0474829856588359,0.00198132355580355,0.362536509396051,1,1
"91","ENSG00000230490",3.53386503538252,-0.25732773824135,0.284796819139398,1,1
"92","ENSG00000226921",0.40363189289177,0.00966937071047433,0.279162319968148,1,1
"93","ENSG00000273321",28.9033762336824,0.0975993392362784,0.166080285103737,1,1
"94","ENSG00000234535",3.98685363203417,-0.056525156557768,0.201577829564752,1,1
"95","ENSG00000232986",0.119750985635807,-0.0111754151436864,0.338533592475724,1,1
"96","ENSG00000265094",0.421152561588596,0.0434329737145153,0.286247494905323,1,1
"97","ENSG00000229373",8.25437971175961,0.17927242560914,0.210101055625346,1,1
"98","ENSG00000271850",0.258933578703138,-0.0846857865938445,0.318821890093569,0.918184502385758,1
"99","ENSG00000225179",0.220384074640275,-0.0487457437466222,0.322840963152108,0.985076950068655,1
"100","ENSG00000260910",21.2977514538345,0.0212558321801968,0.159663832645968,1,1
"101","ENSG00000271901",0.573055358993936,0.0257023497637539,0.266492166465351,1,1
"102","ENSG00000232487",5.59912156193625,0.0977320532333883,0.188203577176457,1,1
"103","ENSG00000226043",0.0141682004591104,0.00090289424707418,0.362488998239006,1,1
"104","ENSG00000261728",61.4089044022177,0.057022838946757,0.136494154162407,1,1
"105","ENSG00000236036",0.0722993993397552,-0.00132800465618474,0.362503485146467,1,1
"106","ENSG00000236711",8.19705176844091,0.0615074834829219,0.183952747644736,1,1
"107","ENSG00000234034",0.0636539432769948,-0.00207179280088967,0.362542110023194,1,1
"108","ENSG00000230972",0.0843330139512298,-0.0041458844495236,0.34854721946861,1,1
"109","ENSG00000223685",2.40081687962029,-0.165683463848799,0.276488290054332,1,1
"110","ENSG00000236354",2.61359026172874,-0.11667486498197,0.238553012752728,1,1
"111","ENSG00000229437",0.084058613609245,0.0023160813989033,0.362558481651861,1,1
"112","ENSG00000228592",8.34815947602073,-0.0463816025627829,0.203295427770608,1,1
"113","ENSG00000138593",5988.20658799343,-0.0637292594864884,0.109092200674448,1,1
"114","ENSG00000230710",0.121283868965602,-0.00585328496015238,0.352228065208468,1,1
"115","ENSG00000268531",0.502420575256695,-0.0657360663088636,0.283293990036803,1,1
"116","ENSG00000230058",0.928820043006366,-0.0446350580534225,0.268877545820908,1,1
"117","ENSG00000215483",4.22385596167585,0.0866183080659822,0.214206615143554,1,1
"118","ENSG00000227716",0.287881425956286,-0.0114889537108171,0.345229683934135,1,1
"119","ENSG00000235564",0.143797828841479,-0.0185051749566321,0.3389892089705,1,1
"120","ENSG00000226996",0.239074511262425,-0.00260238344151471,0.329470221233997,1,1
"121","ENSG00000264695",0.612178661039149,0.204081997024037,0.359060208334904,0.72344192729874,1
"122","ENSG00000224018",0.347210077762251,0.0212471274680676,0.317431982561809,1,1
"123","ENSG00000266489",68.4025094347952,0.103678693095402,0.251644047270642,1,1
"124","ENSG00000224832",0,0,0.400163844870585,NA,NA
"125","ENSG00000237484",2.49077601975759,0.289263015987451,0.370081810713564,0.78950476583679,1
"126","ENSG00000265485",4.86408881052838,-0.100652941559968,0.219617810026653,1,1
"127","ENSG00000263553",0.170715223806103,-0.0244306046922027,0.309317399563572,1,1
"128","ENSG00000266573",8.29327886240555,-0.0542650141396261,0.210276357107375,1,1
"129","ENSG00000264345",3.82399185161779,0.120670634939556,0.220645744174361,1,1
"130","ENSG00000265552",0.0142737103363364,-0.00166269534652509,0.362518774676777,1,1
"131","ENSG00000271216",0.0737309510556479,-0.00464615017483178,0.362806089961823,1,1
"132","ENSG00000229546",0.0417580254244327,-0.00462233415046355,0.362802726652135,1,1
"133","ENSG00000229928",0.156793536895961,0.0189514536260981,0.346987131598114,1,1
"134","ENSG00000266237",0.0510686315414204,-0.00132800465618474,0.362503485146467,1,1
"135","ENSG00000238189",2.82107472308267,0.0524864999753647,0.220851477207548,1,1
"136","ENSG00000233821",9.17552488287226,-0.318203580427478,0.337583598457906,1,1
"137","ENSG00000270522",4.17685770568935,0.0374390095751003,0.200017929039441,1,1
"138","ENSG00000263862",0.262394558443339,-0.00349833220129017,0.298062571789649,1,1
"139","ENSG00000233725",28.8712854224722,-0.115260993147292,0.166657110128278,1,1
"140","ENSG00000168675",2311.83553095811,-0.426887461850934,0.146068142972719,1,1
"141","ENSG00000226519",13.8133467004795,-0.0256308093824952,0.207281427199634,1,1
"142","ENSG00000265369",46.7077533197491,-0.124829919611972,0.133094493114361,1,1
"143","ENSG00000235285",5.73660456329275,0.0441507239381247,0.196560718443532,1,1
"144","ENSG00000230731",4.0215056261212,-0.0726100758294572,0.215167176411516,1,1
"145","ENSG00000263382",0.0954915702642677,0.00195975601408715,0.354811701527973,1,1
"146","ENSG00000237361",10.7892164925133,-0.554368561711817,0.27721972311264,1,1
"147","ENSG00000265374",1.86003825500799,-0.0974620407864216,0.256141253623026,1,1
"148","ENSG00000188992",8.02890755984223,-0.116841607177101,0.214759819728465,1,1
"149","ENSG00000237585",4.70334602827654,-0.17882311463945,0.23651810547679,1,1
"150","ENSG00000235097",0.0610363443593869,0.00123755417423839,0.36249994043496,1,1
"151","ENSG00000223732",0.285777021787425,-0.00407881954562344,0.294716053150472,1,1
"152","ENSG00000185272",339.383111346362,-0.0222304366037621,0.120102950014646,1,1
"153","ENSG00000182974",0.0203296218852366,-0.00166269534652509,0.362518774676777,1,1
"154","ENSG00000226983",0.0363411769889814,0.000159269538873767,0.362476932498572,1,1
"155","ENSG00000227090",0,0,0.400163844870585,NA,NA
"156","ENSG00000230379",0.0664000544125337,0.00335928713699586,0.359508255302196,1,1
"157","ENSG00000270505",0,0,0.400163844870585,NA,NA
"158","ENSG00000244278",0.0516452575706235,0.00198132355580355,0.362536509396051,1,1
"159","ENSG00000155304",2147.07789917671,0.0935196706504793,0.118286261039302,1,1
"160","ENSG00000228886",1.64407322132496,-0.697765488572319,0.638214145939257,0.163943498947351,1
"161","ENSG00000251015",6.91382406825084,0.0818910521471538,0.209104221614805,1,1
"162","ENSG00000232512",0.0518776609952885,-0.00207179280088967,0.362542110023194,1,1
"163","ENSG00000223870",0,0,0.400163844870585,NA,NA
"164","ENSG00000222042",0.435506026406913,0.102069440127128,0.331025293710696,0.806888864837805,1
"165","ENSG00000261097",0.324418385084874,-0.00498676287177475,0.272847727051413,1,1
"166","ENSG00000166200",2188.07555260443,0.131992195064149,0.0783539684242512,1,1
"167","ENSG00000155307",85.754156625272,0.921834598749101,0.242407479879776,0.706778437258997,1
"168","ENSG00000243440",1.88061194487956,-0.673848126373508,0.498353561246016,0.351599275326932,1
"169","ENSG00000231817",0.411838564950331,-0.0685660411925395,0.3166902029728,0.965698001790376,1
"170","ENSG00000260325",11.2327489346726,0.865097995144376,0.248688093686284,0.862953023237016,1
"171","ENSG00000228573",0.430081539429776,-0.0222927542079686,0.273007535777133,1,1
"172","ENSG00000234689",0.617573695490076,-0.0913206746374841,0.297419388983024,1,1
"173","ENSG00000260388",20.1099082218261,0.0474706604181539,0.129301469585591,1,1
"174","ENSG00000231473",2.77068173596975,-0.00615165930346079,0.205914962741288,1,1
"175","ENSG00000264151",1.09884789575341,-0.0889881271278883,0.264903927979671,1,1
"176","ENSG00000233456",0.103212620221739,0.00339506278176438,0.362652586225487,1,1
"177","ENSG00000180530",828.685356868535,-0.0424414471145091,0.10992113365028,1,1
"178","ENSG00000233610",0.113080541319935,0.000101665628822445,0.345061409933463,1,1
"179","ENSG00000264790",1.19840594825709,-0.0866967589520313,0.246075827621992,1,1
